"trans.ID","time","line","key","p_utts","p_form","p_lrb","p_obj","p_gloss","p_orient","p_mspd","c_utts","c_form","c_lrb","c_obj","c_gloss","c_orient","c_mspd","context","Parent.DXT","Child.DXT","participant_id","session","C_wpu","c_pret"
NA,NA,895,NA,"it's your cupboard.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,896,"o",NA,NA,NA,NA,NA,NA,NA,"what for?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,897,NA,"cabinet.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,898,NA,NA,NA,NA,NA,NA,NA,NA,"what for?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,899,NA,"that's what stuff -- where you store all your dishes.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,"huh?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,901,NA,"that's where you store all your dishes.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,"put your -- all your -- dishes in?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,8,0
NA,NA,903,NA,"mmhm, in the cabinet.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,904,"o",NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,905,"o",NA,NA,NA,NA,NA,NA,NA,"uhhuh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,906,"o",NA,NA,NA,NA,NA,NA,NA,"um, no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,907,NA,"how was Aunt_Patty-'s?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,908,"o",NA,NA,NA,NA,NA,NA,NA,"um there's -- there's another basket at Grammy-'s.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,8,0
NA,NA,909,"o",NA,NA,NA,NA,NA,NA,NA,"more.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,910,"o",NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,911,"F","Abby, did you tell Grandma the presents you got?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,912,NA,NA,NA,NA,NA,NA,NA,NA,"I -- I did.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,913,"F","you did?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,914,"o",NA,NA,NA,NA,NA,NA,NA,"look at him.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,915,"o",NA,NA,NA,NA,NA,NA,NA,"he's eating all the macaroni!",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,916,"o",NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,"1904-01-01 00:49:59.5",917,"o",NA,NA,NA,NA,NA,NA,NA,"he's -- he's eating the whole pot.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,"1904-01-01 00:50:00",918,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M and GM talk",NA,NA,150,8,0,0
NA,"1904-01-01 00:50:00",919,"xc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM plays with C",NA,NA,150,8,0,0
NA,NA,920,"F","I don't want to waste dishes.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,921,NA,NA,NA,NA,NA,NA,NA,NA,"are you eating the whole pan of it?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,8,0
NA,NA,922,"F","yeah.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,923,NA,NA,NA,NA,NA,NA,NA,NA,"are you eating the whole -- are you eating the whole pan?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,12,0
NA,NA,924,"F","the whole thing.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,"huh?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,926,"F","yeah, the whole thing.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,927,"F","you know how I am.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,928,NA,NA,NA,NA,NA,NA,NA,NA,"are you eating the pan?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,929,"F","well you're done, right?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,930,"F","you're not eating more, are you?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,931,NA,NA,NA,NA,NA,NA,NA,NA,"I -- I --",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,932,"F","is it ok if I have the rest?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,933,NA,NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,934,"F","thank+you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,935,"F","because I bought the smiley cookie.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,150,8,0,0
NA,NA,936,"F","you know.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,937,NA,NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,938,"o","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,939,"F","hey Abby did you tell Grandma that you got a Cinderella flash+light?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,"look at, I got a Cinderella flash+light.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,NA,941,"F","show Grandma.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,942,"F","did you find it?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,943,NA,NA,NA,NA,NA,NA,NA,NA,"almost.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,944,NA,NA,NA,NA,NA,NA,NA,NA,"I'm -- I'm looking.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,945,NA,NA,NA,NA,NA,NA,NA,NA,"here it is.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,946,"F","we should probably put that away, too, so we know where it is in case of a power+outage, right?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,150,8,0,0
NA,NA,947,"F","you tell Meredith how you play -- play power+outage?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,948,NA,NA,NA,NA,NA,NA,NA,NA,"what's ###",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,949,"F","and you pretend like you call Com_Ed, right?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,950,"F","can you tell her all about that?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,951,"F","hmm?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,952,"F","you call Com_Ed and everything don't you?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:07.795",953,"o",NA,NA,NA,NA,NA,NA,NA,"see -- see the gems light up.","hold + point","L + R","flashlight + gems","flashlight + gems","+ touch",NA,NA,NA,NA,150,8,7,0
NA,NA,954,NA,"the gems light up and everything, wow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,955,NA,"so, you have it in case the power goes out?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,956,NA,NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,"1904-01-01 00:52:17.671",957,NA,"come here.","come","R",NA,"come here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,958,NA,"let me see your glasses.","palm","R","glasses","give glasses","palm up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,959,NA,"Abby.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,"I --",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,961,NA,NA,NA,NA,NA,NA,NA,NA,"they look good.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,962,NA,"well I think they look a little crooked.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,963,"o","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:33.187",964,"F",NA,"palm","R","flashlight","give flashlight","palm side",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:33.687",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hold","L","flashlight","take flashlight",NA,NA,NA,NA,NA,150,8,0,0
NA,NA,966,"F","power+outage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,967,NA,NA,NA,NA,NA,NA,NA,NA,"huh?",NA,NA,NA,NA,NA,NA,"C talks with F",NA,NA,150,8,1,0
NA,NA,968,"F","did you tell Meredith that you played power+outage?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:38.626",969,"F","that you shut off all the lights and everything, ok?","hold","R","flashlight","take flashlight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,970,NA,NA,NA,NA,NA,NA,NA,NA,"but -- they are.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,971,"F","well I know.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,972,"F","it's day+time now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,973,"F","we do it at night.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,974,"F","right?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,975,"F","where's Spiderman?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:49.403",976,NA,NA,NA,NA,NA,NA,NA,NA,NA,"point","L","ceiling","ceiling",NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:50.704",977,"F","see?","point","R","ceiling","ceiling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,"### come down.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,979,"F","we'll get him down later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:52:58.279",980,"F",NA,"point","R","object off camera","object off camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,981,"e",NA,NA,NA,NA,NA,NA,NA,"Joshy's waking up.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,982,NA,"waking up?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,983,NA,"I don't think he went to sleep.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,"###",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,985,"f","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,986,"Fm a","it's getting a little chilly.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,987,"e",NA,NA,NA,NA,NA,NA,NA,"it's getting a little chilly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,988,"e",NA,NA,NA,NA,NA,NA,NA,"he said it's getting a little chilly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,"1904-01-01 00:53:38.252",989,"o",NA,NA,NA,NA,NA,NA,NA,"but I used them all.","flip","R",NA,"all gone",NA,NA,NA,NA,NA,150,8,5,0
NA,NA,990,"o",NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,991,"o",NA,NA,NA,NA,NA,NA,NA,"well, um, where did you get them?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,NA,992,"o",NA,NA,NA,NA,NA,NA,NA,"did you -- not find them?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,6,0
NA,NA,993,"o",NA,NA,NA,NA,NA,NA,NA,"oh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,994,"o",NA,NA,NA,NA,NA,NA,NA,"no[x6].",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,995,"o",NA,NA,NA,NA,NA,NA,NA,"I'll bring it back.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,996,"o",NA,NA,NA,NA,NA,NA,NA,"uhhuh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,"1904-01-01 00:54:12.953",997,"o",NA,NA,NA,NA,NA,NA,NA,"no, I'll bring it back.","flip","R",NA,"exclamation",NA,NA,NA,NA,NA,150,8,5,0
NA,NA,998,"o",NA,NA,NA,NA,NA,NA,NA,"uhhuh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,999,"o",NA,NA,NA,NA,NA,NA,NA,"ok.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1000,"o",NA,NA,NA,NA,NA,NA,NA,"what days I come to your house?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,NA,1001,"o",NA,NA,NA,NA,NA,NA,NA,"um, maybe I will come Saturday.",NA,NA,NA,NA,NA,NA,"C pronounces it ""dackerday""",NA,NA,150,8,6,0
NA,NA,1002,"o",NA,NA,NA,NA,NA,NA,NA,"what day are you going to work?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,7,0
NA,NA,1003,"o",NA,NA,NA,NA,NA,NA,NA,"and not Wednesday?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,1004,"o",NA,NA,NA,NA,NA,NA,NA,"and Sunday and Saturday.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,1005,"o",NA,NA,NA,NA,NA,NA,NA,"huh?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1006,"o",NA,NA,NA,NA,NA,NA,NA,"why you not come on Saturday and Sunday to ### house?",NA,NA,NA,NA,NA,NA,NA,NA,"N",150,8,11,0
NA,NA,1007,"o",NA,NA,NA,NA,NA,NA,NA,"oh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,"1904-01-01 00:55:00",1008,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M talks with GM and F",NA,NA,150,8,0,0
NA,"1904-01-01 00:55:00",1009,"xc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM and F play with C",NA,NA,150,8,0,0
NA,NA,1010,"o",NA,NA,NA,NA,NA,NA,NA,"on Sunday will I be your house?",NA,NA,NA,NA,NA,NA,NA,NA,"N",150,8,7,0
NA,NA,1011,NA,NA,NA,NA,NA,NA,NA,NA,"I want to.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1013,NA,NA,NA,NA,NA,NA,NA,NA,"I will.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,1014,"F","no, not that part, Ab.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1015,NA,NA,NA,NA,NA,NA,NA,NA,"huh?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1016,"F","stop, Ab.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1017,NA,NA,NA,NA,NA,NA,NA,NA,"what?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1018,"F","that's good enough.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1019,"F","uhoh.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1020,"F","there you go.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1021,"F","that looks good.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1022,"F","don't look at me.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1023,"F","I don't know how to fix it.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1024,"F","Grandma does.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1025,"F","Mommy does.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1026,"F","not me.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,"1904-01-01 00:56:07.601",1027,NA,NA,NA,NA,NA,NA,NA,NA,"where the --",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,1028,NA,NA,NA,NA,NA,NA,NA,NA,"oh there it is.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,1029,NA,NA,NA,NA,NA,NA,NA,NA,"mmhm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1030,"Fm","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1031,"f","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1032,NA,"putting your -- cups away?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1033,NA,NA,NA,NA,NA,NA,NA,NA,"uhhuh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,"I'm washing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,1035,NA,"you getting tired?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1036,NA,NA,NA,NA,NA,NA,NA,NA,"### getting tired ###",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,1037,"o","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1038,NA,"you look tired.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,"no I don't.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA,"what day was I going to my Grandma-'s house?",NA,NA,NA,NA,NA,NA,NA,NA,"N",150,8,9,0
NA,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,"what day was that?",NA,NA,NA,NA,NA,NA,NA,NA,"N",150,8,4,0
NA,NA,1042,NA,"it was a while ago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,150,8,0,0
NA,NA,1043,NA,NA,NA,NA,NA,NA,NA,NA,"but what day was that?",NA,NA,NA,NA,NA,NA,NA,NA,"N",150,8,5,0
NA,NA,1044,NA,"probably a Saturday.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,150,8,0,0
NA,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA,"and --",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
NA,NA,1046,NA,"are you done with this?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1047,NA,NA,NA,NA,NA,NA,NA,NA,"do we have another painting?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,1048,NA,"yeah, you want to paint?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1049,NA,NA,NA,NA,NA,NA,NA,NA,"um, is it all gone?",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,1050,NA,"no we've -- got more paint.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1051,"o",NA,NA,NA,NA,NA,NA,NA,"we'll bring the paint over.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,1052,NA,"you want to paint here?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1053,NA,NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1054,NA,"no?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1055,NA,"ok.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1056,NA,"what do you want to do?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1057,NA,NA,NA,NA,NA,NA,NA,NA,"um, do my dishes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,"1904-01-01 00:57:50.871",1058,"o",NA,NA,NA,NA,NA,NA,NA,"I -- I have to do all of them.","flip","B",NA,"exclamation",NA,NA,NA,NA,NA,150,8,9,0
NA,NA,1059,NA,"keep going then.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,"ok!",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1061,NA,NA,NA,NA,NA,NA,NA,NA,"I keep going!",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,3,0
NA,NA,1062,NA,"whoa!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1063,NA,"you want your new rag that's not so wet?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1064,NA,NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,NA,1065,NA,"oh, ok.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1066,NA,"you going to dry dishes with the wet towel?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1067,NA,NA,NA,NA,NA,NA,NA,NA,"I want another towel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,4,0
NA,NA,1068,NA,"ok, I thought so.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,0,0
NA,NA,1069,"o",NA,NA,NA,NA,NA,NA,NA,"that's the old ### bikes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,5,0
NA,NA,1070,"o",NA,NA,NA,NA,NA,NA,NA,"yeah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,1,0
NA,"1904-01-01 00:58:18.399",1071,NA,NA,NA,NA,NA,NA,NA,NA,"this is the one we have the garage.","point - point","L - L","bike - garage","bike - garage","touch -",NA,NA,NA,NA,150,8,8,0
NA,NA,1072,NA,NA,NA,NA,NA,NA,NA,NA,"this one.",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,8,2,0
